,Kateqoriya,Sah?,Ç?xar??,T?mir,Otaq Say?,Rayon,Q?s?b?,Elan ID,Qiym?t,Elan Sahibi,?poteka,Elan Linki,Enine Koordinat,Uzununa Koordinat,Evin M?rt?b?si,Ümumi M?rt?b? Say?
1168,Yeni tikili,72,var,var,3,Ab?eron r.,Masaz?r q.,5261865,87500,vasit?çi (agent),var,https://bina.az/items/5261865,40.48364447,49.76542742,4,5
1169,Yeni tikili,51,var,var,2,Ab?eron r.,Masaz?r q.,5028446,76000,vasit?çi (agent),Yoxdur,https://bina.az/items/5028446,40.48331806,49.76860316,1,5
1170,Yeni tikili,56,var,var,2,Ab?eron r.,Masaz?r q.,5368858,73000,mülkiyy?tçi,var,https://bina.az/items/5368858,40.49114256,49.75967651,5,6
1171,Köhn? tikili,38,var,var,1,Yasamal bazar?,ASAN Xidm?t ?3,5124771,96500,vasit?çi (agent),Yoxdur,https://bina.az/items/5124771,40.38215579,49.80381729,5,5
1172,Yeni tikili,54,yoxdur,var,2,Qarada? r.,Lökbatan q.,5374839,83000,vasit?çi (agent),Yoxdur,https://bina.az/items/5374839,40.30225461,49.74219118,14,16
1173,Yeni tikili,77,var,var,3,Suraxan? r.,Hövsan q.,5117176,97000,vasit?çi (agent),Yoxdur,https://bina.az/items/5117176,40.38636188,50.07107427,12,12
1174,Yeni tikili,57,var,var,2,Ab?eron r.,Masaz?r q.,5373713,73000,vasit?çi (agent),Yoxdur,https://bina.az/items/5373713,40.49095566,49.75392611,5,6
1175,Köhn? tikili,40,var,var,2,X?tai r.,H?zi Aslanov m.,5317004,95900,vasit?çi (agent),var,https://bina.az/items/5317004,40.35853302,49.96084313,3,5
1176,Köhn? tikili,45,var,var,3,Suraxan? r.,Qaraçuxur q.,5303824,85000,vasit?çi (agent),Yoxdur,https://bina.az/items/5303824,40.39702268,49.97269111,1,3
1177,Yeni tikili,66,var,var,3,Ab?eron r.,Saray q.,5323929,75000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5323929,40.5317647,49.7132454,13,14
1178,Yeni tikili,106,yoxdur,var,2,Neftçil?r m.,Nizami r.,5306261,97000,vasit?çi (agent),Yoxdur,https://bina.az/items/5306261,40.4088378,49.93738322,16,16
1179,Köhn? tikili,40,var,var,2,['X?tai r.'],Yoxdur,5374627,80000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5374627,40.361829,49.95938527,2,9
1180,Yeni tikili,52,var,var,2,Ab?eron r.,Masaz?r q.,5248249,75000,vasit?çi (agent),Yoxdur,https://bina.az/items/5248249,40.49148511,49.75281984,2,6
1181,Yeni tikili,50,var,var,2,Melissa Park,20 Yanvar m.,5363203,75000,vasit?çi (agent),Yoxdur,https://bina.az/items/5363203,40.39936414,49.80586831,2,19
1182,Yeni tikili,55,yoxdur,var,2,Bin?q?di r.,M.?.R?sulzad? q.,5374405,85000,vasit?çi (agent),Yoxdur,https://bina.az/items/5374405,40.44694126,49.84374775,1,5
1183,Yeni tikili,73,var,var,3,Ab?eron r.,Masaz?r q.,5262020,89000,vasit?çi (agent),Yoxdur,https://bina.az/items/5262020,40.48532578,49.76857837,4,5
1184,Köhn? tikili,30,var,yoxdur,1,Neftçil?r m.,Qara Qarayev m.,5309654,97000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5309654,40.41445996,49.94479179,3,5
1185,Yeni tikili,63,var,var,3,Ab?eron r.,Masaz?r q.,5374518,78750,vasit?çi (agent),var,https://bina.az/items/5374518,40.45881878,49.75597936,3,9
1186,Yeni tikili,55,var,var,2,?n?aatç?lar m.,Yasamal r.,5370228,79000,vasit?çi (agent),Yoxdur,https://bina.az/items/5370228,40.39288697,49.79413204,11,11
1187,Köhn? tikili,40,var,var,2,Qara Qarayev m.,Nizami r.,5209160,113000,vasit?çi (agent),var,https://bina.az/items/5209160,40.41756639,49.93489524,9,9
1188,Köhn? tikili,64,var,var,2,['Bin?q?di r.'],Yoxdur,4931698,110000,mülkiyy?tçi,var,https://bina.az/items/4931698,40.43895386,49.81305474,7,9
1189,Köhn? tikili,48,var,var,2,Azadl?q Prospekti m.,Bin?q?di r.,5265908,102000,vasit?çi (agent),Yoxdur,https://bina.az/items/5265908,40.4209144,49.8427795,5,5
1190,Köhn? tikili,48,var,var,2,ASAN Xidm?t ?3,Yasamal bazar?,4761345,112000,vasit?çi (agent),Yoxdur,https://bina.az/items/4761345,40.37881779,49.80496096,2,4
1191,Yeni tikili,40,var,var,2,Suraxan? r.,Yeni Gün??li q.,5354332,92000,vasit?çi (agent),Yoxdur,https://bina.az/items/5354332,40.37578397,49.97999298,5,12
1192,Yeni tikili,82,var,yoxdur,2,Ab?eron r.,M?mm?dli q.,5224828,105000,vasit?çi (agent),Yoxdur,https://bina.az/items/5224828,40.51217593,49.94065778,5,10
1193,Yeni tikili,77,var,var,3,Suraxan? r.,Hövsan q.,5271506,104500,vasit?çi (agent),var,https://bina.az/items/5271506,40.38643561,50.06907463,3,12
1194,Köhn? tikili,40,var,var,1,Az?rbaycan turizm institutu,N?riman N?rimanov m.,5356703,112000,vasit?çi (agent),Yoxdur,https://bina.az/items/5356703,40.40153111,49.86332905,9,9
1195,Köhn? tikili,98,var,yoxdur,4,Suraxan? r.,Qaraçuxur q.,5342824,115000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5342824,40.40549425,49.97691393,9,9
1196,Köhn? tikili,45,var,var,2,Bak? Dövl?t Universiteti,ASAN Xidm?t ?3,5306074,120000,vasit?çi (agent),Yoxdur,https://bina.az/items/5306074,40.3748221,49.80540276,4,4
1197,Köhn? tikili,40,var,var,1,Yasamal bazar?,ASAN Xidm?t ?3,4940455,96000,vasit?çi (agent),Yoxdur,https://bina.az/items/4940455,40.38217349,49.80397815,5,5
1198,Yeni tikili,55,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5374342,86000,vasit?çi (agent),Yoxdur,https://bina.az/items/5374342,40.48088781,49.75488366,6,13
1199,Yeni tikili,40,var,var,1,Suraxan? r.,Hövsan q.,5365766,74000,vasit?çi (agent),Yoxdur,https://bina.az/items/5365766,40.3803271,50.07146348,2,7
1200,Yeni tikili,73,var,var,3,Ab?eron r.,Masaz?r q.,5354679,89000,vasit?çi (agent),var,https://bina.az/items/5354679,40.486877,49.7655344,3,5
1201,Yeni tikili,52,yoxdur,yoxdur,1,Bin?q?di r.,Bin?q?di q.,5333036,80000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5333036,40.4764203,49.8202876,14,17
1202,Köhn? tikili,28,var,var,1,Elml?r Akademiyas? m.,Hüseyn Cavid park?,5241167,115000,vasit?çi (agent),Yoxdur,https://bina.az/items/5241167,40.37587005,49.81575704,4,4
1203,Yeni tikili,58,yoxdur,var,2,Ab?eron r.,Masaz?r q.,4940039,83500,vasit?çi (agent),Yoxdur,https://bina.az/items/4940039,40.47360384,49.75266916,5,8
1204,Köhn? tikili,38,var,var,1,Bak? Dövl?t Universiteti,ASAN Xidm?t ?3,5310096,107500,vasit?çi (agent),Yoxdur,https://bina.az/items/5310096,40.37695109,49.8093399,2,5
1205,Köhn? tikili,65,var,var,2,Suraxan? r.,Hövsan q.,5369134,92000,vasit?çi (agent),Yoxdur,https://bina.az/items/5369134,40.36044841,50.08045752,6,9
1206,Köhn? tikili,60,var,var,2,H?zi Aslanov m.,X?tai r.,5374270,120000,vasit?çi (agent),Yoxdur,https://bina.az/items/5374270,40.36468592,49.95056616,3,9
1207,Yeni tikili,50,var,var,2,Azadl?q Prospekti m.,Bin?q?di r.,5374266,118000,vasit?çi (agent),var,https://bina.az/items/5374266,40.42161275,49.84356271,9,9
1208,Köhn? tikili,45,var,var,2,?hm?dli m.,X?tai r.,5353086,114000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5353086,40.38322755,49.9569781,1,9
1209,Yeni tikili,73,var,var,2,Ab?eron r.,M?mm?dli q.,5316307,96000,mülkiyy?tçi,var,https://bina.az/items/5316307,40.51701729,49.93866665,4,10
1210,Köhn? tikili,60,var,var,2,?hm?dli m.,X?tai r.,5180935,110000,vasit?çi (agent),Yoxdur,https://bina.az/items/5180935,40.382631,49.945952,4,5
1211,Köhn? tikili,40,var,var,2,?hm?dli m.,X?tai r.,5004396,71000,vasit?çi (agent),Yoxdur,https://bina.az/items/5004396,40.382631,49.945952,3,9
1212,Yeni tikili,65,yoxdur,var,2,?hm?dli m.,X?tai r.,5072533,110000,vasit?çi (agent),Yoxdur,https://bina.az/items/5072533,40.382631,49.945952,10,14
1213,Yeni tikili,67,var,var,3,Ab?eron r.,Masaz?r q.,5177338,81000,mülkiyy?tçi,var,https://bina.az/items/5177338,40.50748995,49.75432665,3,8
1214,Köhn? tikili,35,var,var,1,Neftçil?r m.,Qara Qarayev m.,5349650,104000,vasit?çi (agent),Yoxdur,https://bina.az/items/5349650,40.41353401,49.94288281,3,5
1215,Köhn? tikili,53,var,var,2,Suraxan? r.,Hövsan q.,5269759,93000,vasit?çi (agent),Yoxdur,https://bina.az/items/5269759,40.376143,50.091873,3,9
1216,Yeni tikili,82,yoxdur,var,3,Ab?eron r.,Masaz?r q.,5312163,84500,mülkiyy?tçi,Yoxdur,https://bina.az/items/5312163,40.49025453,49.74725572,6,7
1217,Köhn? tikili,50,var,var,2,Memar ?c?mi m.,N?simi r.,5365145,108000,vasit?çi (agent),var,https://bina.az/items/5365145,40.41714159,49.81381536,5,5
1218,Köhn? tikili,45,var,var,1,Suraxan? r.,Yeni Gün??li q.,5374225,85000,vasit?çi (agent),Yoxdur,https://bina.az/items/5374225,40.38447659,49.98043002,7,9
1219,Yeni tikili,90,var,yoxdur,2,Ab?eron r.,Masaz?r q.,5202634,95000,vasit?çi (agent),Yoxdur,https://bina.az/items/5202634,40.48978796,49.75814135,6,8
1220,Yeni tikili,60,var,var,2,['X?tai r.'],Yoxdur,5254988,117000,vasit?çi (agent),var,https://bina.az/items/5254988,40.36872735,49.96419204,5,6
1221,Yeni tikili,56,var,var,2,Ab?eron r.,Masaz?r q.,5374207,89000,vasit?çi (agent),Yoxdur,https://bina.az/items/5374207,40.4862557,49.757531,3,11
1222,Köhn? tikili,35,yoxdur,var,1,Elml?r Akademiyas? m.,Bak? Dövl?t Universiteti,5374203,75000,vasit?çi (agent),Yoxdur,https://bina.az/items/5374203,40.37525921,49.81290187,1,6
1223,Köhn? tikili,45,var,var,2,Neftçil?r m.,Nizami r.,5349452,98700,vasit?çi (agent),Yoxdur,https://bina.az/items/5349452,40.40240862,49.94187324,3,5
1224,Köhn? tikili,80,yoxdur,var,4,Bin?q?di r.,Bin?q?di q.,5374075,85000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5374075,40.46830826,49.82720694,2,2
1225,Yeni tikili,50,var,var,3,20 Yanvar m.,Memar ?c?mi m.,5352043,119500,mülkiyy?tçi,Yoxdur,https://bina.az/items/5352043,40.40823802,49.80718088,5,5
1226,Köhn? tikili,42,var,var,2,?n?aatç?lar m.,Yasamal r.,5362273,96000,vasit?çi (agent),Yoxdur,https://bina.az/items/5362273,40.39234608,49.80304309,5,5
1227,Köhn? tikili,35,var,var,1,??rq bazar?,28 May m.,5374166,110000,vasit?çi (agent),Yoxdur,https://bina.az/items/5374166,40.38433875,49.85404324,2,2
1228,Köhn? tikili,35,yoxdur,var,2,20 Yanvar m.,Memar ?c?mi m.,5363465,110000,vasit?çi (agent),Yoxdur,https://bina.az/items/5363465,40.40884171,49.80958016,4,5
1229,Yeni tikili,74,yoxdur,yoxdur,2,X?z?r r.,M?rd?kan q.,5301935,108315,mülkiyy?tçi,var,https://bina.az/items/5301935,40.48601205,50.15658975,3,4
1230,Yeni tikili,55,yoxdur,yoxdur,1,X?z?r r.,M?rd?kan q.,5124477,80475,mülkiyy?tçi,Yoxdur,https://bina.az/items/5124477,40.48573159,50.15658817,3,4
1231,Yeni tikili,81,var,var,2,Ab?eron r.,Masaz?r q.,5374142,105000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5374142,40.49274365,49.756198,5,6
1232,Yeni tikili,85,var,var,3,Ab?eron r.,M?mm?dli q.,4854583,100000,vasit?çi (agent),Yoxdur,https://bina.az/items/4854583,40.51222811,49.94113809,4,9
1233,Yeni tikili,54,yoxdur,var,2,Qarada? r.,Lökbatan q.,5374133,83000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5374133,40.30154981,49.74351261,14,16
1234,Köhn? tikili,55,var,var,2,Suraxan? r.,Yeni Gün??li q.,5352455,105000,mülkiyy?tçi,var,https://bina.az/items/5352455,40.38422911,49.98335123,4,9
1235,Köhn? tikili,40,var,var,1,Yasamal r.,Yasamal q.,5374121,119000,vasit?çi (agent),var,https://bina.az/items/5374121,40.37720916,49.7944271,6,9
1236,Yeni tikili,65,yoxdur,var,3,?n?aatç?lar m.,20 Yanvar m.,5210623,94000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5210623,40.39562038,49.80671167,1,24
1237,Yeni tikili,73,var,var,3,Ab?eron r.,Masaz?r q.,4731512,85000,vasit?çi (agent),var,https://bina.az/items/4731512,40.49219702,49.7532177,2,6
1238,Köhn? tikili,45,var,var,2,Bin?q?di r.,9-cu mikrorayon q.,5148575,108000,vasit?çi (agent),var,https://bina.az/items/5148575,40.4279335,49.8135998,6,9
1239,Köhn? tikili,45,var,var,2,??rq bazar?,28 May m.,5374106,116000,vasit?çi (agent),Yoxdur,https://bina.az/items/5374106,40.38466564,49.85481572,4,5
1240,Yeni tikili,55,yoxdur,yoxdur,1,Qarada? r.,Lökbatan q.,5348513,82000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5348513,40.31356679,49.73622322,9,18
1241,Köhn? tikili,55,var,var,3,D?rn?gül m.,Bin?q?di r.,5330643,117000,vasit?çi (agent),Yoxdur,https://bina.az/items/5330643,40.42798864,49.85470507,5,5
1242,Köhn? tikili,64,var,var,2,S?bail r.,20-ci sah? q.,5263746,80000,vasit?çi (agent),Yoxdur,https://bina.az/items/5263746,40.32986118,49.81889963,1,2
1243,Yeni tikili,65,var,yoxdur,2,Ab?eron r.,Masaz?r q.,5374086,95000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5374086,40.4649943,49.75546421,5,14
1244,Yeni tikili,30,var,var,1,Melissa Park,20 Yanvar m.,5374085,110000,vasit?çi (agent),Yoxdur,https://bina.az/items/5374085,40.39775603,49.80838346,5,16
1245,Köhn? tikili,50,var,var,2,?hm?dli m.,X?tai r.,5098464,107000,vasit?çi (agent),Yoxdur,https://bina.az/items/5098464,40.382631,49.945952,1,9
1246,Yeni tikili,75,yoxdur,yoxdur,3,Sabunçu r.,Bak?xanov q.,5365121,79000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5365121,40.425626,49.947598,4,4
1247,Köhn? tikili,60,var,var,3,Memar ?c?mi m.,N?simi r.,5337173,110000,vasit?çi (agent),Yoxdur,https://bina.az/items/5337173,40.41090224,49.8168072,1,5
1248,Yeni tikili,54,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5347094,76000,vasit?çi (agent),Yoxdur,https://bina.az/items/5347094,40.44730516,49.75787432,4,6
1249,Yeni tikili,44,var,var,2,Ab?eron r.,Masaz?r q.,5267414,72000,vasit?çi (agent),Yoxdur,https://bina.az/items/5267414,40.49219702,49.7532177,3,6
1250,Köhn? tikili,45,var,var,1,Suraxan? r.,Qaraçuxur q.,5295522,83900,vasit?çi (agent),var,https://bina.az/items/5295522,40.39895359,49.97632561,9,9
1251,Yeni tikili,37,yoxdur,yoxdur,1,Qara Qarayev m.,Nizami r.,5353042,104000,vasit?çi (agent),Yoxdur,https://bina.az/items/5353042,40.41766525,49.9342651,14,16
1252,Köhn? tikili,30,var,yoxdur,1,Memar ?c?mi m.,8 Noyabr m.,5365528,87000,vasit?çi (agent),Yoxdur,https://bina.az/items/5365528,40.4083972,49.82054865,5,5
1253,Yeni tikili,96,var,var,4,Ab?eron r.,Masaz?r q.,4612569,117000,vasit?çi (agent),Yoxdur,https://bina.az/items/4612569,40.49219702,49.7532177,3,6
1254,Yeni tikili,60,var,var,2,['X?tai r.'],Yoxdur,5360780,118200,vasit?çi (agent),var,https://bina.az/items/5360780,40.36723213,49.96481741,5,6
1255,Köhn? tikili,60,var,var,2,X?tai r.,Köhn? Gün??li q.,5292431,118000,vasit?çi (agent),Yoxdur,https://bina.az/items/5292431,40.36371423,49.96852931,1,9
1256,Yeni tikili,59,yoxdur,var,2,H?zi Aslanov m.,X?tai r.,5278399,118000,vasit?çi (agent),Yoxdur,https://bina.az/items/5278399,40.37335595,49.96400814,13,13
1257,Yeni tikili,30,var,var,1,Melissa Park,20 Yanvar m.,5362664,103000,vasit?çi (agent),var,https://bina.az/items/5362664,40.39828772,49.80768794,5,20
1258,Köhn? tikili,47,var,var,2,Bin?q?di r.,9-cu mikrorayon q.,5180356,109000,vasit?çi (agent),Yoxdur,https://bina.az/items/5180356,40.4279335,49.8135998,5,9
1259,Yeni tikili,90,var,var,3,Ab?eron r.,Masaz?r q.,5337519,105000,vasit?çi (agent),Yoxdur,https://bina.az/items/5337519,40.51015073,49.75405769,7,8
1260,Yeni tikili,76,yoxdur,yoxdur,3,['X?tai r.'],Yoxdur,5356618,119500,vasit?çi (agent),Yoxdur,https://bina.az/items/5356618,40.38277442,49.92999673,4,14
1261,Yeni tikili,55,var,var,2,N?riman N?rimanov m.,N?riman N?rimanov park?,5359360,98000,vasit?çi (agent),Yoxdur,https://bina.az/items/5359360,40.40449015,49.87435162,3,5
1262,Yeni tikili,75,var,var,3,Ab?eron r.,Masaz?r q.,5134535,97000,vasit?çi (agent),var,https://bina.az/items/5134535,40.49219702,49.7532177,3,6
1263,Yeni tikili,77,var,var,3,Suraxan? r.,Hövsan q.,5207006,107000,vasit?çi (agent),Yoxdur,https://bina.az/items/5207006,40.38811039,50.07208568,6,12
1264,Yeni tikili,27,var,yoxdur,1,20 Yanvar m.,Yasamal r.,5279914,85000,vasit?çi (agent),var,https://bina.az/items/5279914,40.39797192,49.80908863,20,20
1265,Köhn? tikili,40,var,var,2,Bin?q?di r.,7-ci mikrorayon q.,5125527,91000,vasit?çi (agent),Yoxdur,https://bina.az/items/5125527,40.42896196,49.85261959,5,5
1266,Yeni tikili,60,yoxdur,var,3,Bin?q?di r.,Bil?c?ri q.,5371125,105000,vasit?çi (agent),Yoxdur,https://bina.az/items/5371125,40.440334,49.8056617,4,5
1267,Yeni tikili,62,yoxdur,yoxdur,2,Suraxan? r.,Yeni Gün??li q.,5298829,85000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5298829,40.37786814,49.97412431,2,3
1268,Köhn? tikili,40,var,var,1,Memar ?c?mi m.,N?simi r.,4085080,92000,vasit?çi (agent),Yoxdur,https://bina.az/items/4085080,40.4136237,49.8112751,2,5
1269,Yeni tikili,54,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5355278,75000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5355278,40.49436622,49.75637255,11,13
1270,Yeni tikili,64,var,var,2,Ab?eron r.,Masaz?r q.,5284451,102000,vasit?çi (agent),Yoxdur,https://bina.az/items/5284451,40.49265279,49.75186617,5,7
1271,Köhn? tikili,60,var,var,2,Memar ?c?mi m.,N?simi r.,5268899,107000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5268899,40.41789843,49.81752992,5,5
1272,Köhn? tikili,74,var,var,3,Sabunçu r.,Sabunçu q.,5295505,99900,vasit?çi (agent),Yoxdur,https://bina.az/items/5295505,40.44311302,49.94377883,1,2
1273,Yeni tikili,40,yoxdur,var,2,H?zi Aslanov m.,X?tai r.,5254608,100000,vasit?çi (agent),Yoxdur,https://bina.az/items/5254608,40.37375954,49.964329,10,13
1274,Köhn? tikili,55,var,var,2,Memar ?c?mi m.,8 Noyabr m.,5373953,105000,vasit?çi (agent),Yoxdur,https://bina.az/items/5373953,40.41059747,49.82277377,5,5
1275,Köhn? tikili,32,var,var,2,Memar ?c?mi m.,8 Noyabr m.,5357539,102000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5357539,40.40881339,49.82004613,3,5
1276,Köhn? tikili,45,var,yoxdur,1,Suraxan? r.,Yeni Gün??li q.,5362184,86500,mülkiyy?tçi,Yoxdur,https://bina.az/items/5362184,40.36745378,49.9739013,3,9
1277,Köhn? tikili,53,var,yoxdur,2,?hm?dli m.,X?tai r.,4993565,120000,mülkiyy?tçi,var,https://bina.az/items/4993565,40.382631,49.945952,9,9
1278,Yeni tikili,40,var,var,2,Ab?eron r.,Masaz?r q.,5293350,73000,vasit?çi (agent),Yoxdur,https://bina.az/items/5293350,40.49262015,49.74716694,5,7
1279,Yeni tikili,41,var,var,2,Ab?eron r.,Masaz?r q.,5320803,75000,vasit?çi (agent),Yoxdur,https://bina.az/items/5320803,40.49262015,49.7471884,2,7
1280,Yeni tikili,40,var,var,2,Ab?eron r.,Masaz?r q.,5334823,71000,vasit?çi (agent),Yoxdur,https://bina.az/items/5334823,40.4925916,49.74714012,3,7
1281,Yeni tikili,57,var,var,2,Ab?eron r.,Masaz?r q.,5285228,75000,vasit?çi (agent),Yoxdur,https://bina.az/items/5285228,40.49122402,49.75590975,4,6
1282,Yeni tikili,82,yoxdur,yoxdur,2,Ab?eron r.,Gör?dil q.,5361917,90000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5361917,40.55769619,49.82802887,2,3
1283,Köhn? tikili,35,var,var,1,H?zi Aslanov m.,X?tai r.,5373936,81500,vasit?çi (agent),Yoxdur,https://bina.az/items/5373936,40.37095319,49.94436378,5,5
1284,Yeni tikili,54,yoxdur,var,3,Suraxan? r.,Qaraçuxur q.,4909508,118000,mülkiyy?tçi,Yoxdur,https://bina.az/items/4909508,40.39216761,49.9746064,10,14
1285,Yeni tikili,48,yoxdur,yoxdur,1,Sabunçu r.,Bak?xanov q.,5300591,98000,vasit?çi (agent),Yoxdur,https://bina.az/items/5300591,40.42908028,49.96080995,5,8
1286,Yeni tikili,67,var,yoxdur,2,Bin?q?di r.,Bil?c?ri q.,5309169,115000,vasit?çi (agent),var,https://bina.az/items/5309169,40.43099199,49.7925296,3,15
1287,Köhn? tikili,55,var,var,2,Suraxan? r.,Massiv V q.,5373902,115000,vasit?çi (agent),var,https://bina.az/items/5373902,40.38236254,49.98423222,6,9
1288,Yeni tikili,55,var,var,3,Sabunçu r.,Bak?xanov q.,5364004,116000,vasit?çi (agent),var,https://bina.az/items/5364004,40.43531656,49.95688694,13,14
1289,Yeni tikili,75,var,var,3,Ab?eron r.,Mehdiabad q.,5372274,110000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5372274,40.49102682,49.85543916,4,10
1290,Yeni tikili,71,yoxdur,yoxdur,2,Suraxan? r.,Yeni Gün??li q.,5216420,102000,vasit?çi (agent),Yoxdur,https://bina.az/items/5216420,40.38188786,49.97931915,9,18
1291,Yeni tikili,77,var,var,3,Suraxan? r.,Hövsan q.,5278385,108000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5278385,40.376143,50.091873,6,12
1292,Köhn? tikili,64,var,var,2,H?zi Aslanov m.,X?tai r.,5368036,120000,vasit?çi (agent),var,https://bina.az/items/5368036,40.37026083,49.96301161,1,9
1293,Yeni tikili,100,var,var,4,Suraxan? r.,Hövsan q.,5293801,72000,vasit?çi (agent),var,https://bina.az/items/5293801,40.37787572,50.07629473,4,9
1294,Yeni tikili,60,var,var,2,H?zi Aslanov m.,X?tai r.,5373602,115000,vasit?çi (agent),Yoxdur,https://bina.az/items/5373602,40.37374483,49.96523708,9,14
1295,Yeni tikili,50,var,var,2,Ab?eron r.,Masaz?r q.,5346514,79600,mülkiyy?tçi,Yoxdur,https://bina.az/items/5346514,40.49448038,49.75339958,5,6
1296,Köhn? tikili,51,var,var,2,Suraxan? r.,?mircan q.,5373868,98000,mülkiyy?tçi,var,https://bina.az/items/5373868,40.42124539,49.99903116,5,5
1297,Yeni tikili,90,var,var,3,Sabunçu r.,Bak?xanov q.,5308535,117000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5308535,40.43542379,49.94126017,1,2
1298,Yeni tikili,54,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5310284,72000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5310284,40.4838152,49.75792549,3,6
1299,Yeni tikili,38,yoxdur,yoxdur,1,Qara Qarayev m.,Nizami r.,5368584,106500,mülkiyy?tçi,Yoxdur,https://bina.az/items/5368584,40.41601389,49.93075857,15,17
1300,Köhn? tikili,48,var,var,2,Bin?q?di r.,Bil?c?ri q.,5373838,93900,vasit?çi (agent),Yoxdur,https://bina.az/items/5373838,40.42870529,49.80626251,2,2
1301,Köhn? tikili,45,var,var,2,S?bail r.,Badamdar q.,5373826,117980,vasit?çi (agent),var,https://bina.az/items/5373826,40.33835473,49.80237739,3,5
1302,Köhn? tikili,35,var,Yoxdur,2,X?tai r.,Köhn? Gün??li q.,5364664,83000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5364664,40.35741638,49.97158059,9,9
1303,Köhn? tikili,40,var,var,2,Xalqlar Dostlu?u m.,Nizami r.,5354076,83500,vasit?çi (agent),var,https://bina.az/items/5354076,40.39764675,49.95243073,9,9
1304,Yeni tikili,57,var,var,2,Ab?eron r.,Masaz?r q.,5373823,73000,vasit?çi (agent),Yoxdur,https://bina.az/items/5373823,40.48910238,49.75750083,5,6
1305,Yeni tikili,85,var,var,4,Suraxan? r.,Hövsan q.,5373820,109000,vasit?çi (agent),Yoxdur,https://bina.az/items/5373820,40.37645359,50.07764656,7,7
1306,Yeni tikili,83,var,yoxdur,2,Ab?eron r.,Masaz?r q.,4364555,72000,vasit?çi (agent),Yoxdur,https://bina.az/items/4364555,40.49112668,49.75090263,5,6
1307,Köhn? tikili,10,var,var,1,?ç?ri ??h?r,Azneft meydan?,5373802,90000,vasit?çi (agent),var,https://bina.az/items/5373802,40.36426892,49.83586765,1,4
1308,Köhn? tikili,31,var,var,2,20 Yanvar m.,N?simi r.,5373801,120000,vasit?çi (agent),Yoxdur,https://bina.az/items/5373801,40.40502314,49.80761205,4,5
1309,Köhn? tikili,50,var,var,2,Memar ?c?mi m.,N?simi r.,4768834,98000,vasit?çi (agent),var,https://bina.az/items/4768834,40.4132762,49.81060853,3,5
1310,Yeni tikili,65,yoxdur,yoxdur,2,Sabunçu r.,Nardaran q.,5353201,80000,vasit?çi (agent),Yoxdur,https://bina.az/items/5353201,40.58977795,49.97965667,2,7
1311,Köhn? tikili,46,var,var,2,Memar ?c?mi m.,20 Yanvar m.,5235014,112000,vasit?çi (agent),Yoxdur,https://bina.az/items/5235014,40.41201326,49.80790552,2,5
1312,Köhn? tikili,55,var,var,2,Bak? Dövl?t Universiteti,Elml?r Akademiyas? m.,5360415,115000,vasit?çi (agent),Yoxdur,https://bina.az/items/5360415,40.37480649,49.80756871,5,5
1313,Köhn? tikili,45,var,var,2,S?bail r.,Badamdar q.,5373731,118000,vasit?çi (agent),var,https://bina.az/items/5373731,40.3389901,49.80087,3,5
1314,Köhn? tikili,60,var,var,2,X?tai r.,Köhn? Gün??li q.,5373722,112000,vasit?çi (agent),Yoxdur,https://bina.az/items/5373722,40.35387208,49.96970877,9,9
1315,Köhn? tikili,59,var,var,2,Suraxan? r.,Yeni Gün??li q.,5373707,108900,vasit?çi (agent),Yoxdur,https://bina.az/items/5373707,40.38642484,49.97999298,9,9
1316,Yeni tikili,94,yoxdur,var,3,Ab?eron r.,Masaz?r q.,4903125,119000,vasit?çi (agent),Yoxdur,https://bina.az/items/4903125,40.46063167,49.7554806,6,8
1317,Yeni tikili,54,var,var,2,Suraxan? r.,Hövsan q.,5264694,94000,vasit?çi (agent),var,https://bina.az/items/5264694,40.376143,50.091873,5,7
